阅读词汇   1976-2003.01				
考频	考查的单词	正确的选项	词性	中文含义
	swiftly	rapidly	ad.	迅速地；敏捷地
	swirl	rotate	v.	旋转；打旋
	symmetrical	proportionally balanced	a.	对称的；匀称的
	symmetry	balance	n.	对称；匀称
	symptom	sign	n.	征兆；征候
	synthesis	formation	v.	综合；合成
	synthesize	integrate	v.	综合；结合
	synthetic	artificial	a.	人造的；合成的
	synthetically	artificially	ad.	合成地；人造地
	system	method	n.	方法；体系
	systematically	methodically	ad.	系统地；有序地
	taboo	prohibit	a.	忌讳的；禁止的
	tacitly	implicitly	a.	缄默的；默许的
	tactic	maneuver	n.	战术；策略
8	take  down	record	v.	记下；录下
8	take after	resemble	v.	长得像
8	take after	resemble	v.	长得像
8	take for	confuse sb. With	v.	认为；以为
8	take in 	deceive	v.	欺骗
2	take into account	consider	n.	take into account 考虑;重视
8	take off 	depart	v.	起飞；离开
8	take on 	assume	v.	呈现；采纳
2	take place	occur	n.	出现；发生
2	take place	occur	n.	
	take priority	should be filled first	n.	优先考虑；首先满足
8	take up	occupy	v.	占据；占去
8	take-off	launching	v.	起飞；发射
	tale	story	n.	传说；故事
	tame	domesticate	v.	驯服；制服
	tamp	pack down	v.	填塞；挤满
	tangled	snarl	a.	缠结的；紊乱的
	tangled	twisted together	a.	混乱的
	tantamount	equivalent	a.	相当于；相等于
	tap	draw upon	v.	引流；疏通
	tardy	late 	a.	迟到的；迟的
4	task	chore	n.	工作；任务
4	task	job	n.	工作；任务
4	task	job	n.	工作；任务
4	task	duty	n.	工作；任务
2	taste	appreciation	n.	味道；味觉；爱好；兴趣
2	taste	flavor	n.	味道；味觉；爱好；兴趣
	taut	tightly stretched	a.	绷紧的；拉紧的
	tautly	tightly	ad.	紧张地；紧密地
	tedious	tiresome	a.	使人厌烦的；冗长乏味的
	teem with	swarm with	v.	充满；富于
	telling	challenging	a.	有效的；有力的
	temper	moderate	v.	缓和；减轻
	temperate	moderate	a.	适度的；温和的；
	tempting	attractive	a.	诱人的
	tenable	warrantable	a.	守得住的；站住脚的
	tenaciously	stubbornly	ad.	顽强地；不屈不挠地
2	tend	care for	v.	照顾；照料　趋向；倾向
2	tend	prone	v.	照顾；照料　趋向；倾向
	tenor	nature	n.	要旨；大意
	tension	stress	n.	紧张
2	term	expression	n.	n.词语；术语　v.称作；叫做
2	term	known as	v.	n.词语；术语　v.称作；叫做
2	terminate	stop	v.	结束；终止
2	terminate	end	v.	结束；终止
	terrain	land	n.	地域；地带
	terrestrial	land	a.	陆上的；陆栖的
	terrify	frighten	v.	恐怖；惊吓
	terse	concise	a.	简洁的；精练的
	test	experimental	n.	试验；化验
2	textile	fabric	n.	纺织品；纺织原料
2	textile	cloth	n.	纺织品；纺织原料
	thanks to	because of	n.	由于；多亏
2	thaw	melt	v.	融化；解冻
2	thaw	defrost	v.	融化；解冻
	theme	tale	n.	题目；主题
	thereby	thus	ad.	由此；从而
	thereby	by that means		
2	therefore	consequently	ad.	因此；所以
2	therefore	thus	ad.	因此；所以
	think highly	admire	v.	钦佩；羡慕
	thorough	complete	a.	彻底的；完善的
	thoroughfare	street	n.	通道；街道
	thoroughly	completely	ad.	完全地；彻底地
	threateningly	menacingly	ad.	威胁地；恫吓地
2	thrive	do well on	v.	繁荣；兴旺
2	thrive	flourish	v.	繁荣；兴旺
	thriving	flourishing	a.	繁荣的；兴旺的
3	throughout	all over		prep.始终　ad.到处
3	throughout	everywhere in		prep.始终　ad.到处
3	throughout	during		prep.始终　ad.到处
	throw away	discard	v.	扔掉；放弃
	thrust	push	n.	突起；延伸
	tidy	neat	a.	整齐的；整洁的
	tie up	hinder	v.	阻碍；妨碍
	tier	layer	n.	（一）层；（一）排
2	timber	wood	n.	木材；木料
2	timber	wood	n.	木材；木料
	timid	fearful	a.	胆怯的；怕人的
2	tiny	little	a.	极小的；微小的
2	tiny	minuscule	a.	极小的；微小的
	tip off	told sb	v.	告密；泄露
	tiresome	boring	a.	令人厌倦的；使人疲劳的
	to their mutual benefit	good for both of them		对双方有利
	token	memento	n.	纪念品；信物
	tolerate	endure	v.	忍受；忍耐
	tolerate	survive in	v.	忍受；幸存
3	tool	implement	n.	工具；器械
3	tool	instrument	n.	工具；器械
3	tool	instrument	n.	工具；器械
2	top	upper end		n.顶部；顶端　a.顶上的；头等的
2	top	tallest		n.顶部；顶端　a.顶上的；头等的
	touchdown	landing	n.	降落；着陆
	touching	moving	a.	动人的；感伤的
2	tough	hard	a.	坚韧的；顽强的
2	tough	strong	a.	坚韧的；顽强的
	trace	imprint	n.	痕迹；遗迹
2	trace	connect		v.追踪；联系　n.痕迹；遗迹
2	trace	residue		v.追踪；联系　n.痕迹；遗迹
	trade	exchange	v.	交换；交易
	tradition	custom	n.	惯例；传统
	trait	quality	n.	品质；特性
	tranquil	serene	a.	安宁的；平静的
2	tranquility	peacefulness	n.	安宁；平静
2	tranquility	peacefulness	n.	安宁；平静
	trap	caught	v.	抓住；止住
2	trash	garbage	n.	垃圾；废物
2	trash	garbage	n.	垃圾；废物
	travel	accompany	v.	伴行；旅行
	traverse	cross	v.	横跨；穿过
	treasure	value	v.	珍藏；秘藏
2	tremendous	great	a.	巨大的；惊人的
2	tremendous	huge	a.	巨大的；惊人的
	tremendously	greatly	ad.	巨大地；惊人地
	trend	tendency	n.	趋势；趋向
	tributary	branch	n.	支流
	trigger	set off	v.	触发；引起
	troublesome	annoying	a.	讨厌的；厌烦的
	trousers	pants	n.	裤子；长裤
2	truly	genuinely	ad.	真正地；确实地
2	truly	actually	ad.	真正地；确实地
	tryout	performance	n.	试演；预演
2	turbulent	violent	a.	汹涌的；狂暴的
2	turbulent	violent	a.	汹涌的；狂暴的
	turn aside	deflect 	ad.	turn aside避开；偏离
2	turn down	reject	v.	拒绝；驳回
2	turn into 	become  	v.	变成；成为
	twilight	at dusk	n.	黄昏；黎明
	typical	average	a.	典型的；有代表性的
	typically	usually	ad.	典型地；有代表性地
	typify	characterize	v.	代表，表现
	ubiquitous	widespread	a.	普遍存在的；无处不在的
3	ultimately	in the final analysis	ad.	最终；终究
3	ultimately	eventually	ad.	最终；终究
3	ultimately	finally	ad.	最终；终究
	ultimately	eventually	ad.	最后
	unattended	unguard	a.	无人照管的；未被注意的
	unbroken	uninterrupted	a.	未被中断的；继续不断的
	uncover	reveal	v.	暴露；发掘
	uncustomary	uncommon	a.	不普遍的；不平常的
	under the weather	sick	n.	小毛病；不舒服
	undergo	experience	v.	经历
2	undergoing	experiencing	v.	经历　
2	undergone	experienced	v.	经历　
	undergone	experienced	v.	经历
	underground	subterranean	a.	地下的；地面的
	underlying	fundamental	a.	根本的；基础的
	underscore	emphasize	v.	强调
	underscore	emphasize	v.	强调
2	undertake	take on	v.	从事；进行
2	undertake	wage	v.	从事；进行
	underwater craft	submarine	n.	潜水艇
2	undoubtedly	surely	ad.	无疑地；肯定地
2	undoubtedly	unquestionably	ad.	无疑地；肯定地
	undoubtedly	certainly	ad.	的确地
	unemployed	jobless	a.	失业的；未被雇佣的
	unequivocally	definitely	ad.	明确地；不含糊地
	unheard-of	unknown	a.	前所未闻的；没有先例的
2	uniform	alike	a.	一致的；相同的
2	uniform	consistent	a.	一致的；相同的
	uniformly	consistently	ad.	一致地；始终如一地
	unique	peerless	a.	独特的；无比的
	unique	particular	a.	独特的
	unique	singular	a.	非凡的
	universally	everywhere  	ad.	普遍地；一般地
	unlike	in contrast to	prep.	不象；不同于
	unlikely	improbable	a.	不可能的；靠不住的
	unmatched	unequaled	a.	无比的；无敌的
	unprecedented	never seen before	a.	空前的
	unquenchable	insatiable	a.	无法满足的；不能消灭的
	unquestionably	positively	ad.	毫无疑问地；无可非议地
	unravel	discover	v.	解开；阐明
	unravel	unwind	v.	解开
	unrestrained	unchecked	a.	无控制的；无限制的
	unrestricted	unlimited	a.	无限制的；自由的
	unrivaled	unmatched	a.	无敌的；无比的
	unsettling	troubling	a.	令人困扰的
	unskillfully	inexpertly	ad.	不熟练地；笨拙地
3	unstable	troubled	a.	困扰的；不稳定的
3	unstable	inconstant	a.	困扰的；不稳定的
3	unstable	variable	a.	困扰的；不稳定的
	unsubstantiated	unverified	a.	未证实的；未核实的
	unwieldy	cumbersome	a.	笨拙的；不实用的
3	up to	able to make	prep.	胜任；适于；多达；达到；最大
3	up to	a maximum of	prep.	胜任；适于；多达；达到；最大
3	up to	as many as	prep.	胜任；适于；多达；达到；最大
	upbringing	education	n.	教养；养育
	upgrade	improve	v.	改进；提高
	upheaval	violent disturbance	n.	剧变；动荡
	uphold	preserve	v.	坚持；维持
	upright	vertical	a.	直立的；垂直的
	upset	disturb	v.	打扰；搅乱
	upside-down	inverted	a.	颠倒的
	up-to-date	current	a.	最近的；现代的
2	urge	advocate	v.	极力主张；强烈要求
2	urge	advocate	v.	极力主张；强烈要求
	urged	encouraged	v.	催促，鼓励
	urgently	desperately	ad.	紧急地；急迫地
	usher	beginning	v.	引导；开始
2	usually	commonly	ad.	通常地；惯常地
2	usually	customarily	ad.	通常地；惯常地
	utter	voice	v.	说话；发声
2	utterly	completely	ad.	完全地；绝对地
2	utterly	absolutely	ad.	完全地；绝对地
	vacant	empty	ad.	空缺地；空虚地
2	vague	elementary	a.	模糊的；不精确的;简单的
2	vague	imprecise	a.	模糊的；不精确的;简单的
	valiantly	bravely	ad.	勇敢地；英勇地
	valley	depression	n.	山谷；盆地
2	valuable	very useful	a.	宝贵的；有价值的
2	valuable	useful	a.	宝贵的；有价值的
	valued	precious	a.	宝贵的；珍贵的
	variable	factor	n.	变量；因素
	variation	change	n.	变化；变动
	various	different	a.	不同的
	vary	differ	v.	变化；改变
2	vary	differ	v.	变化；改变
2	vary	range	v.	(在…范围内变化)
	vast	large	a.	巨大的；广阔的
4	vast	enormous	a.	巨大的；广阔的
4	vast	tremendous	a.	巨大的；广阔的
4	vast	broad	a.	巨大的；广阔的
4	vast	immense	a.	巨大的；广阔的
	vast	great	a.	大量的
	vehicle	a means of conveying	n.	远载工具
	vein	blood vessel	n.	静脉；血管
	velocity	speed	n.	速度；速率
	veneration	worship of 	n.	尊敬；崇拜
	venom	poison	n.	毒液；毒药
	venomous	poisonous	a.	有毒的；有害的
2	ventilation	air circulation	n.	通风；通气
2	ventilation	air  	n.	通风；通气
	venture	endeavor	n.	冒险；冒险行动
	verdict	decision	n.	裁决；决定
	verify	confirm	v.	证实；核实
	vertigo	dizziness	n.	眩晕；头晕
	very	extremely	ad.	很；非常
	very closely	intimately	ad.	亲密；密切
3	vessel	ship	n.	船；舰
3	vessel	ship	n.	船；舰
3	vessel	ship	n.	船；舰
	vestige	evidence	n.	遗迹；残余
	via	by way of 	prep.	通过；经由
	viable	feasible	a.	可行的
	vibrant	bright	a.	有活力的；明亮的
	vicinity	area	n.	近处；近邻
	vie for	compete for	v.	竞争；对抗
	view	opinion	n.	观点；见解
	vigorously	strongly	ad.	强有力地
	virtually	completely	n.	实质地
3	virtually	practically	ad.	实际上　几乎
3	virtually	almost	ad.	实际上　几乎
3	virtually	practically	ad.	实际上　几乎
2	vital	essential	a.	极其重要的；必不可少的
2	vital	essential	a.	极其重要的；必不可少的
	vivid	bright	a.	鲜艳的；鲜明的
	vocal	voiced	a.	有声的；人声的
	vocation	profession	n.	行业；职业
2	vogue	fashion	n.	时髦；时尚
2	vogue	fashion	n.	时髦；时尚
	void	canceled	a.	无效的；作废的
	volunteer	offer	v.	自愿从事；自愿提供
	vote	cast their ballot	v.	投票；选举
	voyage	journey	n.	航行；航程
	vulnerable to	susceptible to	a.	易受影响的
	wage	pay	n.	工资；报酬
	walkout	strike	n.	罢工；罢课
	wallow	roll	v.	打滚
2	wane	decline	v./n.	衰退；没落；减小；变弱
	want to much	greedy	a.	贪婪的；贪心的
	wanton	senseless	a.	放肆的；蛮横的
	ward off	keep away	v.	挡住；避开
	warily	prudently	ad.	谨慎地；警惕地
	warn	admonish	v.	警戒；警告
	warrior	fighter	n.	战士；斗士
	wave	surge	n.	浪潮；高潮
	way	manner	n.	方式；手段
	weaken	dilute	v.	减弱；冲淡
	weapon	arm	n.	武器
2	wear away	erode	v.	磨损；消逝
2	wear out	no longer usable	v.	损耗；磨损
	weariness	fatigue	n.	疲乏；厌倦
3	weary	tired	a.	疲乏的；厌倦的
3	weary	tired	a.	疲乏的；厌倦的
3	weary	tired	a.	疲乏的；厌倦的
	weave	cloth making	v.	编织；织编
	wed	marry	v.	结婚；娶；嫁
	wedge	cram	v.	嵌入；塞入
	weep	cry	v.	哭泣；流泪
	weight	heaviness	n.	重量；体重
	weirdly	strangely	ad.	不可思议地；奇特地
2	well	effectively	ad.	满意地；有效地
	well-being	welfare	n.	福利；幸福
2	well-known	celebrated	a.	著名的；有名的
2	well-known	famous	a.	著名的；有名的
	well-liked	popular	a.	受欢迎的；流行的
	whelmingly	triumphantly	ad.	压倒性地
	whether	if	conj.	是否
2	while	whereas	conj.	而；然而
	whisk off	hurry away	v.	突然转移；突然带走
3	whole	entire	a.	全部的；整个的
3	whole	entire	a.	全部的；整个的
	wholeheartedly	enthusiastically	ad.	全神贯注地；一心一意地
	wholesome	healthful	a.	有益健康的
	wide	extensive	a.	广泛的；普遍的
3	widely	extensively	ad.	广泛地；普遍地
3	widely	extensively	ad.	广泛地；普遍地
3	widely	extensively	ad.	广泛地；普遍地
	wider	more extensive	a.	宽广的
5	widespread	far-reaching	a.	广泛的；普遍的
5	widespread	prevalent	a.	广泛的；普遍的
5	widespread	extensive	a.	广泛的；普遍的
5	widespread	general 	a.	广泛的；普遍的
5	widespread	common 	a.	广泛的；普遍的
3	wild	uncultivated	a.	野生的；未驯服的
3	wild	undomesticated	a.	野生的；未驯服的
3	wild	uncultivated	a.	野生的；未驯服的
	wildlife	animal	n.	野生动物
	wildly	furiously	ad.	狂暴地；猛烈地
	will	determination	n.	意志；决心
	win	achieve	v.	获得；博得
	wind up	conclude	v.	结束
	wipe out	destroy	v.	毁灭；消灭
2	with respect to	with regard to		关于
	withdraw from	quit	v.	撤退；退出
	wither	shrivel	v.	枯萎；凋谢
	withhold	retain	v.	扣留；保留
	within	inside	prep.	在．．．里面；在．．．以内
2	withstand	resist	v.	经受住；顶得住
2	withstand	endure	v.	经受住；顶得住
	witness	observe	v.	目睹；目击
	witness	observe	v.	目睹；目击
	witty	humorous	a.	机智的；诙谐的
	wobble	teeter	v.	摇摆；晃动
	woo	court	v.	追求；恳求
	wood	forest	n.	森林；林地
	woolly	hairy	a.	毛茸茸的；多绒毛的
	worldwide	global	a.	全球性的；世界性的
	worship	revere	v.	崇拜；尊敬
	wrath	anger	n.	愤怒；气愤
	wry	twist	a.	曲解的；弯曲的
	yearly	annual	a.	每年的；年度的
	yield	provide	v.	产生；产生效果
	yield	produce	v.	生长；出产
	young	new	a.	年青的；幼小的
	youth	child	n.	年轻人；小伙子
	zenith	pinnacle	n.	顶点；顶峰
